"4PA23","4PA23","O","20000401","F"
"4PC56","5F6","O","20010401","F"
"4PC69","5D2","O","20010401","F"
"4PD03","5LN","O","20020401","F"
"4PD40","4KM10","R","20000401","F"
"4PF18","5J3","O","20020401","F"
"4PG13","5G8","O","20020401","F"
"4PJ16","5K7","O","20020401","X"
"4PK31","5C8","O","20010401","F"
"4PK87","4EK66","R","20010401","F"
"4PL53","5LF","O","20020401","X"
"4PM31","5G1","O","20020401","F"
"4PM40","TAC","O","20020401","X"
"4PN16","4GP22","O","20000401","F"
"4PN16","5AT","O","20000401","X"
"4PN61","5H8","O","20020401","X"
"4PP02","5LA","O","20020401","X"
"4PQ79","5LE","O","20020401","X"
"4PR22","5KX","O","20020401","F"
"4PR51","5KX","O","20020401","F"
"4PT43","4DN88","R","20001001","F"
"4PV19","5JN","O","20020401","F"
"4PW70","5M5","O","20020401","F"
"4PY01","5GW","O","20010401","F"
"4QA16","5GY","O","20010401","F"
"4QA49","5JX","O","20020401","X"
"4QA70","5EW","O","20010401","F"
"4QD65","5DA","O","20010401","F"
"4QE51","4QR39","R","20010401","F"
"4QG26","5AT","O","20000401","X"
"4QG26","4GP22","O","20000401","F"
"4QH13","5LV","O","20020401","F"
"4QJ48","4QJ48","O","20001001","F"
"4QJ48","5CD","O","20001001","F"
"4QJ48","5CD","R","20010401","F"
"4QJ84","5LN","O","20020401","F"
"4QK54","5JV","O","20020401","F"
"4QL75","5HQ","O","20020401","X"
"4QP36","5E1","O","20010401","X"
"4QR39","5LC","O","20020401","X"
"4QT28","5C5","O","20010401","X"
"4QV21","5GX","O","20010401","F"
"4QV29","5CL","O","20001001","F"
"4QV29","4CQ05","O","20001001","F"
"4QV83","5EC","O","20010401","F"
"4QW29","5E8","O","20010401","F"
"4QW35","5KL","O","20020401","X"
"4QW43","5EE","O","20010401","F"
"4RA46","5LG","O","20020401","X"
"4RA46","5M7","O","20020401","X"
"4RA63","5LG","O","20020401","X"
"4RA95","5LM","O","20020401","F"
"4RC27","5DY","O","20010401","F"
"4RC51","5G2","O","20020401","F"
"4RC70","5DN","O","20010401","F"
"4RF96","5HA","O","20020401","F"
"4RG54","5DQ","O","20010401","F"
"4RH26","4FM82","R","20010401","F"
"4RJ84","5M8","O","20020401","X"
"4RK71","5FE","O","20010401","X"
"4RL26","5LT","O","20020401","F"
"4RL40","5D8","O","20010401","X"
"4RL47","5C6","O","20010401","F"
"4RM35","5M6","O","20020401","X"
"4RN72","5J2","O","20020401","X"
"4RP19","5H1","O","20020401","X"
"4RQ27","5GQ","O","20010401","F"
"4RQ66","5KJ","O","20020401","F"
"4RR95","5GH","O","20010401","F"
"4RV24","5E4","O","20010401","F"
"4RV82","5EY","O","20010401","F"
"4RW53","5C3","O","20010401","X"
"4RX15","4JN43","R","20010401","F"
